date,sales_revenue,sales_cogs,year,quarter,month,month_name,year_month,weekday,day_of_week,sales_margin,sales_margin_pct,order_count,cancelled_orders,returned_orders,item_net_revenue,item_margin,avg_order_value,promo_order_share,cod_order_share,avg_fulfillment_days,cancel_rate,return_order_rate,sessions,unique_visitors,page_views,weighted_bounce_rate,weighted_avg_session_duration_sec,sales_revenue_rolling_7d,sales_margin_rolling_7d,sales_revenue_rolling_30d,sales_margin_rolling_30d,sales_revenue_rolling_90d,sales_margin_rolling_90d,orders_per_session,revenue_per_session,page_views_per_session
2015-02-25,8502202.85,7083827.01,2015,1,2,February,2015-02,Wednesday,3,1418375.8399999999,0.1668245118381291,375,26,21,8502202.85,1418375.839698841,22672.540933333334,0.44533333333333336,0.14666666666666667,6.0,0.06933333333333333,0.056,14450.0,11692.0,51345.0,0.00553,135.4,5720428.61,1020209.142857143,4237417.279,784688.3806666668,3454014.850555555,433142.49655555555,0.025951557093425604,588.3877404844291,3.553287197231834
2015-02-26,6528340.52,5386905.64,2015,1,2,February,2015-02,Thursday,4,1141434.88,0.17484303652714486,257,20,13,6528340.52,1141434.8841801917,25402.103190661477,0.3852140077821012,0.1828793774319066,6.1233480176211454,0.07782101167315175,0.05058365758754864,18508.0,15057.0,88646.0,0.00403,254.6,6111080.824285714,1085489.1500000001,4351157.235666667,800719.2416666667,3484287.342666667,445521.4728888889,0.013885887183920467,352.7307391398314,4.789604495353361
2015-02-27,4695415.58,3896449.69,2015,1,2,February,2015-02,Friday,5,798965.8900000001,0.17015871681373093,196,16,11,4695415.58,798965.8923105167,23956.20193877551,0.39285714285714285,0.12755102040816327,6.040462427745664,0.08163265306122448,0.05612244897959184,14926.0,11229.0,53940.0,0.00545,166.2,6101806.385714286,1082734.0842857142,4353931.941333333,793741.2353333334,3495415.034,454629.5086666667,0.013131448479163876,314.57963151547636,3.613828219214793
2015-02-28,3896812.17,3287398.94,2015,1,2,February,2015-02,Saturday,6,609413.23,0.15638763261201782,159,14,8,3896812.17,609413.2254632959,24508.252641509433,0.4779874213836478,0.18867924528301888,6.128571428571429,0.0880503144654088,0.050314465408805034,15722.0,11744.0,83724.0,0.00401,253.2,6034416.827142857,1052118.852857143,4307155.349333334,780576.4203333334,3492442.135888889,461121.0567777778,0.010113217147945554,247.85728088029512,5.325276682355934
2015-03-01,4612623.19,3760240.57,2015,1,3,March,2015-03,Sunday,7,852382.6200000006,0.18479346456218992,201,23,9,4612623.19,852382.6229175384,22948.374079601992,0.39303482587064675,0.1691542288557214,6.171597633136095,0.11442786069651742,0.04477611940298507,21480.0,17584.0,81546.0,0.00414,108.6,5866990.680000001,1033938.9314285715,4316366.053333333,779698.226,3507097.874444444,471452.3611111111,0.009357541899441341,214.74037197392926,3.796368715083799
2015-03-02,1204115.66,996728.16,2015,1,3,March,2015-03,Monday,1,207387.49999999988,0.17223220898896033,44,3,1,1204115.66,207387.4953338796,27366.265,0.0,0.22727272727272727,6.439024390243903,0.06818181818181818,0.022727272727272728,22178.0,17801.0,84529.0,0.00567,164.9,4987521.491428571,864404.5228571428,4216639.869666667,755727.2270000001,3499216.1786666666,473985.10622222215,0.001983948056632699,54.293248264045445,3.811389665434214
2015-03-03,2971078.12,2450231.82,2015,1,3,March,2015-03,Tuesday,2,520846.3000000003,0.1753054880966914,88,10,4,2971078.12,520846.29581245664,33762.251363636366,0.0,0.13636363636363635,6.141025641025641,0.11363636363636363,0.045454545454545456,23311.0,16676.0,118505.0,0.00396,302.1,4630084.012857143,792686.6085714287,4149769.094666667,742648.0706666668,3513060.8804444447,478821.23844444443,0.003775041825747501,127.45391102912788,5.08365149500236
2015-03-04,3275231.73,2540097.74,2015,1,3,March,2015-03,Wednesday,3,735133.9899999998,0.22445251225017893,114,15,3,3275231.73,735133.9920470234,28730.102894736843,0.0,0.14912280701754385,6.237113402061856,0.13157894736842105,0.02631578947368421,20723.0,16144.0,99756.0,0.00434,279.6,3883373.852857143,695080.63,4162228.3426666665,747949.4450000001,3532894.8695555553,485734.64066666673,0.0055011340056941565,158.04814602132896,4.813781788351108
2015-03-05,3623778.02,2818823.69,2015,1,3,March,2015-03,Thursday,4,804954.3300000001,0.2221312468802932,130,15,7,3623778.02,804954.3283951179,27875.21553846154,0.0,0.16153846153846155,5.953703703703703,0.11538461538461539,0.05384615384615385,24841.0,19625.0,110043.0,0.00384,254.30000000000004,3468436.352857143,647011.9800000001,4223705.693666667,763055.18,3552538.9124444444,494220.90533333336,0.005233283684231714,145.87891067187311,4.429894126645465
2015-03-06,4126698.63,3333077.32,2015,1,3,March,2015-03,Friday,5,793621.31,0.19231385210215848,113,14,5,4126698.63,793621.3131371374,36519.45690265486,0.0,0.11504424778761062,6.414893617021277,0.12389380530973451,0.04424778761061947,23903.0,18195.0,115420.0,0.00379,149.3,3387191.0742857144,646248.4685714288,4278038.01,777254.3683333334,3570630.3198888884,502580.9215555556,0.0047274400702840644,172.6435439066226,4.828682592143245
2015-03-07,3652751.16,2946148.77,2015,1,3,March,2015-03,Saturday,6,706602.3900000001,0.19344388901651874,122,7,10,3652751.16,706602.3938493045,29940.583278688526,0.0,0.11475409836065574,6.043478260869565,0.05737704918032787,0.08196721311475409,20579.0,16101.0,83988.0,0.0038399999999999997,143.0,3352325.215714286,660132.6342857144,4316451.340666668,786281.6413333334,3586670.568111111,510496.89455555554,0.0059283735847222895,177.49896302055495,4.081247874046358
2015-03-08,3679065.16,2903799.07,2015,1,3,March,2015-03,Sunday,7,775266.0900000003,0.2107236638342117,124,16,6,3679065.16,775266.0873542676,29669.880322580648,0.0,0.0967741935483871,6.287037037037037,0.12903225806451613,0.04838709677419355,23101.0,16215.0,83326.0,0.00425,240.20000000000002,3218959.782857143,649115.9871428573,4323843.682666667,786866.6186666668,3593884.118444444,518093.52988888894,0.00536773299857149,159.25999567118308,3.6070299987013548
2015-03-09,4520902.2,3610296.4,2015,1,3,March,2015-03,Monday,1,910605.8000000003,0.20142125613776832,171,19,6,4520902.2,910605.8027447105,26438.02456140351,0.0,0.14035087719298245,5.851351351351352,0.1111111111111111,0.03508771929824561,23240.0,17341.0,117770.0,0.00544,181.2,3692786.4314285717,749575.7442857145,4355510.858,796611.8036666667,3607828.582888889,526024.0096666666,0.007358003442340792,194.53107573149742,5.067555938037866
2015-03-10,5042080.93,3980962.03,2015,1,3,March,2015-03,Tuesday,2,1061118.9,0.21045257200978723,167,19,8,5042080.93,1061118.90245788,30192.101377245508,0.0,0.1377245508982036,6.211267605633803,0.11377245508982035,0.04790419161676647,23566.0,17258.0,107264.0,0.005470000000000001,253.6,3988643.9757142854,826757.5442857144,4383677.481333333,807250.134,3634297.717111111,536701.219,0.007086480522787066,213.95573835186283,4.551642196384622
2015-03-11,6098020.8,4928286.75,2015,1,3,March,2015-03,Wednesday,3,1169734.0499999998,0.1918219186789261,240,27,17,6098020.8,1169734.0453278774,25408.42,0.0,0.13333333333333333,6.086956521739131,0.1125,0.07083333333333333,22870.0,16676.0,97024.0,0.0043,111.6,4391899.5571428565,888843.2671428573,4437271.92,819095.4756666668,3674286.4923333335,549485.4851111112,0.010494097070397902,266.63842588543946,4.242413642326191
2015-03-12,4869770.72,3760439.95,2015,1,3,March,2015-03,Thursday,4,1109330.7699999996,0.22779938395128377,184,19,16,4869770.72,1109330.7736102345,26466.145217391302,0.0,0.18478260869565216,6.030674846625767,0.10326086956521739,0.08695652173913043,28148.0,22855.0,147647.0,0.00566,290.4,4569898.514285714,932325.6157142858,4505802.014,837195.1296666667,3701158.591,560664.3476666667,0.006536876509876368,173.00592297854197,5.245381554639761
2015-03-13,3474969.89,2712283.16,2015,1,3,March,2015-03,Friday,5,762686.73,0.21948009742323263,135,14,8,3474969.89,762686.7296693237,25740.517703703703,0.0,0.2,5.97457627118644,0.1037037037037037,0.05925925925925926,21363.0,15687.0,117397.0,0.00572,183.0,4476794.408571429,927906.3899999999,4511259.633666666,839680.3986666667,3710678.4638888887,569553.3271111111,0.006319337171745541,162.663010344989,5.495342414454899
2015-03-14,4711284.42,3671123.8,2015,1,3,March,2015-03,Saturday,6,1040160.6200000001,0.2207806889315335,172,12,4,4711284.42,1040160.617279817,27391.188488372092,0.0,0.1569767441860465,6.096153846153846,0.06976744186046512,0.023255813953488372,22276.0,17876.0,89445.0,0.0045,269.4,4628013.445714286,975557.5657142857,4552697.738000001,851986.7400000001,3731154.422111111,580596.4568888888,0.007721314419105764,211.49597863171127,4.015307954749506
2015-03-15,5040735.75,4008157.53,2015,1,3,March,2015-03,Sunday,7,1032578.2200000002,0.204846726988218,198,19,6,5040735.75,1032578.2198455633,25458.261363636364,0.0,0.18181818181818182,5.8352272727272725,0.09595959595959595,0.030303030303030304,22351.0,15744.0,120642.0,0.0036100000000000004,151.0,4822537.815714286,1012316.4414285714,4581893.930000001,862871.077,3746328.059111111,591485.829,0.008858664041877322,225.52618451076015,5.397610845152342
2015-03-16,5602879.7,4422966.9,2015,1,3,March,2015-03,Monday,1,1179912.7999999998,0.2105904219217842,212,13,15,5602879.7,1179912.804472559,26428.67783018868,0.0,0.14150943396226415,5.958549222797927,0.06132075471698113,0.07075471698113207,24269.0,19775.0,108034.0,0.00469,195.40000000000003,4977106.03,1050788.8699999999,4624909.182666668,876520.5236666668,3768724.8736666664,603098.534888889,0.008735423791668383,230.86570110016893,4.451522518439161
2015-03-17,5692241.74,4623906.32,2015,1,3,March,2015-03,Tuesday,2,1068335.42,0.18768272128934566,238,22,12,5692241.74,1068335.4167714163,23916.982100840338,0.0,0.19747899159663865,6.009661835748792,0.09243697478991597,0.05042016806722689,21379.0,16480.0,69949.0,0.00391,176.4,5069986.145714285,1051819.8014285713,4656076.424333333,884395.1873333334,3799187.961888889,614536.9702222223,0.011132419664156415,266.25388184667196,3.271855559193601
2015-03-18,6793794.72,5583548.33,2015,1,3,March,2015-03,Wednesday,3,1210246.3899999997,0.17813997035223927,274,24,14,6793794.72,1210246.390340631,24794.871240875913,0.23722627737226276,0.17518248175182483,5.995884773662551,0.08759124087591241,0.051094890510948905,18253.0,14079.0,88133.0,0.00349,263.0,5169382.42,1057607.2785714285,4721938.626333333,897082.157,3844841.3264444442,627205.7864444444,0.015011231030515531,372.20154056867364,4.82841176792856
2015-03-19,6012381.06,5053767.27,2015,1,3,March,2015-03,Thursday,4,958613.79,0.15943995905010055,236,18,20,6012381.06,958613.7948189281,25476.19093220339,0.3474576271186441,0.15677966101694915,6.1380952380952385,0.07627118644067797,0.0847457627118644,23852.0,18973.0,85968.0,0.00441,295.0,5332612.468571429,1036076.2814285716,4779245.972666667,903838.8873333334,3873598.2426666664,638314.452888889,0.009894348482307563,252.0703110850243,3.6042260607076977
2015-03-20,4887915.96,4122124.89,2015,1,3,March,2015-03,Friday,5,765791.0699999998,0.15667026116381916,208,19,12,4887915.96,765791.0659670231,23499.59596153846,0.38461538461538464,0.1346153846153846,6.038251366120218,0.09134615384615384,0.057692307692307696,19678.0,15237.0,70975.0,0.00492,309.7,5534461.907142857,1036519.7585714285,4835196.27,911886.2363333333,3884589.8534444445,645327.8536666668,0.010570179896330929,248.39495680455332,3.6068197987600366
2015-03-21,4566270.71,4002288.11,2015,1,3,March,2015-03,Saturday,6,563982.6000000001,0.12351054850184301,199,16,11,4566270.71,563982.5969161132,22946.083969849245,0.7236180904522613,0.18090452261306533,6.215909090909091,0.08040201005025126,0.05527638190954774,26207.0,20418.0,100420.0,0.0037,118.5,5513745.662857143,968494.327142857,4860946.1263333345,907869.8286666668,3886746.9881111113,650638.7205555555,0.0075933910787194265,174.2385893082001,3.8318006639447475
2015-03-22,5271032.0,4721422.49,2015,1,3,March,2015-03,Sunday,7,549609.5099999998,0.10426981092127685,222,21,12,5271032.0,549609.5057967089,23743.38738738739,1.0,0.12162162162162163,5.9526315789473685,0.0945945945945946,0.05405405405405406,21331.0,16844.0,89042.0,0.00499,313.1,5546645.127142857,899498.7971428569,4877969.304666667,898915.1006666666,3907196.5174444444,656795.8595555556,0.010407388308096198,247.10665229009422,4.174300314096854
2015-03-23,5172623.98,4663072.48,2015,1,3,March,2015-03,Monday,1,509551.5,0.09850928696348037,222,23,13,5172623.98,509551.5022881729,23300.10801801802,1.0,0.12162162162162163,5.974093264248705,0.1036036036036036,0.05855855855855856,21839.0,15483.0,115455.0,0.00401,302.7,5485180.024285714,803732.8971428571,4904772.134666666,888442.8223333333,3933652.683666667,661051.3788888889,0.010165300609002243,236.85260222537664,5.28664316131691
2015-03-24,6187718.83,5662250.07,2015,1,3,March,2015-03,Tuesday,2,525468.7599999998,0.08492124067634789,280,35,21,6187718.83,525468.7601234305,22098.995821428573,1.0,0.11428571428571428,5.8655462184873945,0.125,0.075,23120.0,18841.0,108910.0,0.0044,246.5,5555962.465714285,726180.5171428571,4918209.221666667,873303.712,3973403.3724444443,666683.8717777778,0.012110726643598616,267.6348974913495,4.710640138408304
2015-03-25,6763449.95,6062883.43,2015,1,3,March,2015-03,Wednesday,3,700566.5200000005,0.10358123815198787,314,18,10,6763449.95,700566.5245911883,21539.649522292995,1.0,0.1464968152866242,5.821678321678322,0.05732484076433121,0.03184713375796178,22944.0,18479.0,126137.0,0.00393,124.6,5551627.4985714285,653369.1071428572,4898310.8873333335,850184.9839999999,4019955.6471111113,674587.6177777778,0.013685495118549511,294.7807683926081,5.497602859135286
2015-03-26,6983791.47,6190732.25,2015,1,3,March,2015-03,Thursday,4,793059.2199999997,0.11355711627512266,307,29,18,6983791.47,793059.2180524573,22748.50641693811,1.0,0.1465798045602606,5.836956521739131,0.09446254071661238,0.05863192182410423,27836.0,19713.0,131624.0,0.00349,313.8999999999999,5690400.414285714,629718.4542857142,4948665.920666667,842524.568,4065081.1378888893,682901.1237777779,0.01102888346026728,250.8906261675528,4.72855295301049
2015-03-27,5007891.27,4516109.24,2015,1,3,March,2015-03,Friday,5,491782.02999999933,0.09820141921731447,231,30,11,5007891.27,491782.0261829926,21679.182987012984,1.0,0.16017316017316016,5.827225130890052,0.12987012987012986,0.047619047619047616,23381.0,18490.0,127905.0,0.0053,185.4,5707539.744285715,590574.3057142856,4832188.868000001,811638.1076666667,4080998.9991111113,687951.9792222222,0.009879816945383004,214.1863594371498,5.470467473589667
2015-03-28,5941997.22,5296480.62,2015,1,3,March,2015-03,Saturday,6,645516.5999999996,0.10863630124687262,253,22,13,5941997.22,645516.595014714,23486.155019762846,1.0,0.14624505928853754,6.030701754385965,0.08695652173913043,0.05138339920948617,23832.0,18925.0,108548.0,0.0048,182.9,5904072.102857143,602222.0199999998,4812644.091333333,795107.4983333333,4052749.577,694243.172,0.010615978516280631,249.32851711983886,4.554716347767707
2015-03-29,6087900.7,5431213.47,2015,1,3,March,2015-03,Sunday,7,656687.2300000004,0.10786759876027552,269,22,20,6087900.7,656687.227545717,22631.601115241636,1.0,0.16728624535315986,5.925311203319502,0.08178438661710037,0.07434944237918216,24705.0,19907.0,100168.0,0.00347,298.3,6020767.631428571,617518.837142857,4859060.262,790364.8763333333,4041905.7982222224,699809.5908888889,0.010888484112527828,246.42382918437565,4.054563853470957
2015-03-30,14251354.04,12890205.46,2015,1,3,March,2015-03,Monday,1,1361148.5799999982,0.09551012319107317,613,46,23,14251354.040000001,1361148.5754685716,23248.538401305057,1.0,0.14355628058727568,5.910420475319927,0.07504078303425775,0.037520391517128875,21988.0,15721.0,91135.0,0.00386,230.9,7317729.068571429,739175.5628571425,5204211.657666666,815422.7213333332,4136830.366222222,712497.0192222223,0.027878843005275603,648.1423521921048,4.144760778606512
2015-03-31,14813965.34,13306811.36,2015,1,3,March,2015-03,Tuesday,2,1507153.9800000004,0.10173872730284114,624,59,35,14813965.34,1507153.9787235544,23740.32907051282,1.0,0.13141025641025642,5.957952468007313,0.09455128205128205,0.05608974358974359,23712.0,17041.0,118451.0,0.00334,235.6,8550049.998571428,879416.3085714283,5544256.396,837248.4333333332,4238926.770666667,728164.1794444445,0.02631578947368421,624.7455018556005,4.995403171390014
2015-04-01,13697879.88,12323133.99,2015,2,4,April,2015-04,Wednesday,3,1374745.8900000006,0.1003619466693703,627,56,32,13697879.88,1374745.8949879725,21846.69837320574,1.0,0.14992025518341306,5.887477313974592,0.08931419457735247,0.051036682615629984,29410.0,23296.0,117637.0,0.00531,175.1,9540682.845714286,975727.647142857,5960715.203333333,876160.3796666666,4340275.878444444,740534.5557777778,0.021319279156749405,465.75586127167634,3.9998979938796326
2015-04-02,11638587.41,10494545.99,2015,2,4,April,2015-04,Thursday,4,1144041.42,0.09829727437687388,497,41,36,11638587.41,1144041.419648198,23417.680905432597,1.0,0.13682092555331993,5.803695150115473,0.08249496981891348,0.07243460764587525,30456.0,22808.0,137521.0,0.00407,167.6,10205653.694285715,1025867.9614285713,6249632.179666666,896933.5503333333,4451533.290666666,749428.1804444444,0.016318623588127135,382.1443200026267,4.51539926451274
2015-04-03,10239965.04,9205352.56,2015,2,4,April,2015-04,Friday,5,1034612.4799999986,0.10103671994567656,455,36,21,10239965.040000001,1034612.4799026906,22505.417670329673,1.0,0.17582417582417584,6.1495098039215685,0.07912087912087912,0.046153846153846156,31142.0,23705.0,131744.0,0.0057,305.1,10953092.804285714,1103415.1685714282,6481789.956666667,906916.1666666665,4552240.536222222,757593.4748888889,0.014610493866803673,328.81526684220665,4.2304283604135895
2015-04-04,4214414.51,3835706.41,2015,2,4,April,2015-04,Saturday,6,378708.0999999996,0.08986019270325635,147,12,9,4214414.51,378708.10209020815,28669.48646258503,1.0,0.14965986394557823,6.170542635658915,0.08163265306122448,0.061224489795918366,27051.0,22178.0,97672.0,0.00555,277.0,10706295.274285715,1065299.6685714282,6501477.839666666,892707.9589999999,4569607.361555555,756443.7966666665,0.005434179882444272,155.79514657498797,3.6106613433884145
2015-04-05,4549233.48,4060392.25,2015,2,4,April,2015-04,Sunday,7,488841.23000000045,0.1074557355979013,189,20,15,4549233.48,488841.22848557547,24070.018412698417,1.0,0.17989417989417988,6.128048780487805,0.10582010582010581,0.07936507936507936,34818.0,26213.0,179530.0,0.00351,283.5,10486485.67142857,1041321.6685714283,6515562.334666667,882548.6229999999,4592848.407,756022.8059999999,0.005428226779252111,130.65751852490092,5.15624102475731
2015-04-06,5947351.85,5501604.96,2015,2,4,April,2015-04,Monday,1,445746.88999999966,0.07494880095247765,227,17,16,5947351.85,445746.8899505855,26199.787885462552,1.0,0.16740088105726872,5.922330097087379,0.07488986784140969,0.07048458149779736,32488.0,25628.0,104296.0,0.00415,226.6,9300199.644285714,910549.9985714285,6592049.024333334,873853.4396666666,4640915.820666667,757421.0939999999,0.006987195272100468,183.06303404333906,3.2102930312730855
2015-04-07,6969771.13,6115686.29,2015,2,4,April,2015-04,Tuesday,2,854084.8399999999,0.1225413035908397,272,35,20,6969771.13,854084.8443095456,25624.15856617647,1.0,0.16911764705882354,5.931914893617021,0.12867647058823528,0.07352941176470588,37841.0,28534.0,193746.0,0.00447,190.5,8179600.471428571,817254.407142857,6701739.223333334,876480.7313333333,4696342.076888889,762235.2421111112,0.007187970719589863,184.18570148780424,5.1200021141090355
2015-04-08,6923568.08,6092200.11,2015,2,4,April,2015-04,Wednesday,3,831367.9699999997,0.12007796563762535,268,22,16,6923568.08,831367.973888756,25834.209253731344,1.0,0.16044776119402984,5.920502092050209,0.08208955223880597,0.05970149253731343,31407.0,23603.0,105754.0,0.00472,105.7,7211841.642857143,739628.9899999996,6781828.085999999,873839.4703333332,4758621.298333334,768576.013,0.008533129557105104,220.44665456745312,3.367211131276467
2015-04-09,5334934.77,4630574.68,2015,2,4,April,2015-04,Thursday,4,704360.0899999999,0.13202787294810728,211,18,14,5334934.77,704360.0914168088,25284.051042654028,1.0,0.20853080568720378,5.939890710382514,0.08530805687203792,0.06635071090047394,33264.0,25339.0,131080.0,0.0033,311.8,6311319.837142857,676817.3714285711,6791589.880666667,861947.5099999999,4794066.109111111,771235.7263333334,0.006343193843193843,160.3816369047619,3.9405964405964404
2015-04-10,5286341.9,4755107.84,2015,2,4,April,2015-04,Friday,5,531234.0600000005,0.10049180890097185,236,18,16,5286341.9,531234.0592590049,22399.753813559324,1.0,0.1483050847457627,5.807511737089202,0.07627118644067797,0.06779661016949153,31701.0,23905.0,138034.0,0.00324,250.5,5603659.388571428,604906.1685714285,6764533.917333334,840664.1769999998,4832461.827777778,772196.7622222223,0.007444560108513927,166.75631368095645,4.354247500078862
2015-04-11,7223512.23,6692976.84,2015,2,4,April,2015-04,Saturday,6,530535.3900000006,0.07344562770955543,304,36,17,7223512.23,530535.3855113583,23761.553388157896,1.0,0.14473684210526316,6.023166023166024,0.11842105263157894,0.05592105263157895,32699.0,24505.0,156139.0,0.00348,235.7,6033530.491428571,626595.7814285716,6842991.967666667,821370.9976666665,4876562.739555555,770869.657888889,0.009296920395119116,220.9092703140769,4.7750389920181044
2015-04-12,6941143.47,6173613.48,2015,2,4,April,2015-04,Sunday,7,767529.9899999993,0.11057688020962335,292,28,16,6941143.47,767529.9924784637,23771.03928082192,1.0,0.136986301369863,5.996108949416342,0.0958904109589041,0.0547945205479452,33695.0,23984.0,164092.0,0.00457,188.3,6375231.918571428,666408.4614285714,6958531.086999999,821532.4396666666,4926709.147111111,773564.6926666667,0.008665974180145423,205.99921264282534,4.869921353316516
2015-04-13,8008850.6,7198672.06,2015,2,4,April,2015-04,Monday,1,810178.54,0.10116040121912126,332,34,18,8008850.6,810178.5378747166,24123.043975903613,1.0,0.11144578313253012,5.972508591065292,0.10240963855421686,0.05421686746987952,32788.0,25880.0,169275.0,0.0042,121.1,6669731.74,718470.1257142856,7068449.959666667,813866.3703333332,4991932.718111111,778162.2173333332,0.010125655727705258,244.26163840429425,5.162711967793095
2015-04-14,9764966.49,8525033.47,2015,2,4,April,2015-04,Tuesday,2,1239933.0199999996,0.12697770353536558,443,47,25,9764966.49,1239933.0157729331,22042.81374717833,0.7968397291196389,0.14221218961625282,6.018041237113402,0.10609480812641084,0.056433408577878104,31794.0,25698.0,162134.0,0.00483,180.6,7069045.362857143,773591.2942857143,7225924.317666667,820778.1969999999,5068927.269111111,784783.6867777779,0.01393344656224445,307.1323674278166,5.099515631880229
2015-04-15,8464241.45,7283839.1,2015,2,4,April,2015-04,Wednesday,3,1180402.3499999996,0.13945754701976273,341,33,18,8464241.45,1180402.3475780443,24821.822434017595,0.7243401759530792,0.1495601173020528,5.962199312714777,0.0967741935483871,0.05278592375366569,30748.0,23319.0,121391.0,0.00378,318.8,7289141.558571428,823453.3485714284,7321303.042666665,820794.5153333332,5140219.584666666,793275.9208888889,0.011090152205021464,275.2777887992715,3.947931572785222
2015-04-16,6025485.77,5033699.98,2015,2,4,April,2015-04,Thursday,4,991785.7899999991,0.164598478505742,266,22,14,6025485.7700000005,991785.7930070849,22652.202142857146,0.5977443609022557,0.15037593984962405,5.923404255319149,0.08270676691729323,0.05263157894736842,30162.0,22150.0,117724.0,0.00421,121.4,7387791.701428571,864514.1628571426,7332411.177,818242.8609999998,5178622.610555556,798311.577,0.00881904382998475,199.7707635435316,3.9030568264703933
2015-04-17,6481493.13,5294636.04,2015,2,4,April,2015-04,Friday,5,1186857.0899999999,0.18311476479185898,254,24,24,6481493.13,1186857.0887841508,25517.689488188975,0.29133858267716534,0.1732283464566929,5.824324324324325,0.09448818897637795,0.09448818897637795,34071.0,26707.0,177596.0,0.00406,140.7,7558527.591428571,958174.5957142854,7322001.124,817463.2176666665,5221875.865111112,805349.3168888888,0.007455020398579437,190.2348956590649,5.212526782307534
2015-04-18,7432727.07,5745887.3,2015,2,4,April,2015-04,Saturday,6,1686839.7700000005,0.22694762690916356,261,33,15,7432727.07,1686839.7697144123,28477.881494252873,0.0,0.13026819923371646,6.09009009009009,0.12643678160919541,0.05747126436781609,34778.0,24920.0,112807.0,0.00343,274.3,7588415.425714285,1123360.9357142854,7369345.990999999,841737.4169999999,5270891.6914444445,817562.9021111111,0.007504744378630169,213.71922105929036,3.2436310311116223
2015-04-19,6854069.17,5371424.19,2015,2,4,April,2015-04,Sunday,7,1482644.9799999995,0.216316022384116,264,26,22,6854069.17,1482644.9811948407,25962.38321969697,0.0,0.1893939393939394,5.920353982300885,0.09848484848484848,0.08333333333333333,34164.0,25611.0,119369.0,0.00575,297.0,7575976.24,1225520.22,7434884.431333333,865632.5473333332,5315362.396888889,827445.2487777777,0.007727432384966632,200.6225608828006,3.4939995316707644
2015-04-20,8942873.22,6952833.82,2015,2,4,April,2015-04,Monday,1,1990039.4000000004,0.22252796735946573,352,29,21,8942873.22,1990039.4025902594,25405.889829545456,0.0,0.1590909090909091,6.181528662420382,0.08238636363636363,0.05965909090909091,33331.0,27313.0,182278.0,0.00567,135.3,7709408.042857142,1394071.7714285713,7580771.181666667,913167.7739999999,5387445.309,844024.8671111111,0.010560739251747622,268.30497794845644,5.468722810596741
2015-04-21,11246554.8,8986101.87,2015,2,4,April,2015-04,Tuesday,2,2260452.9300000016,0.20099070072552364,429,39,22,11246554.8,2260452.9285162208,26215.745454545457,0.0,0.12354312354312354,6.081364829396326,0.09090909090909091,0.05128205128205128,29124.0,22796.0,130729.0,0.00491,135.2,7921063.515714286,1539860.33,7779955.275,970195.8879999999,5483475.286,862646.7515555556,0.01473011948908117,386.16106304079113,4.488703474797418
2015-04-22,9099886.14,7216624.95,2015,2,4,April,2015-04,Wednesday,3,1883261.1900000004,0.20695436855213226,370,29,24,9099886.14,1883261.1879000033,24594.286864864865,0.0,0.16486486486486487,5.873111782477341,0.07837837837837838,0.06486486486486487,28703.0,20207.0,137953.0,0.00393,191.1,8011869.899999999,1640268.735714286,7910864.013666666,1015986.2109999999,5554768.207444444,878094.6403333333,0.012890638609204613,317.0360638260809,4.806222346096227
2015-04-23,7548994.85,5939101.06,2015,2,4,April,2015-04,Thursday,4,1609893.79,0.21325935730370782,291,25,9,7548994.85,1609893.7881771452,25941.563058419244,0.0,0.12714776632302405,6.05019305019305,0.0859106529209622,0.030927835051546393,33494.0,26912.0,158159.0,0.0041,203.7,8229514.054285714,1728569.8785714288,7956239.880999999,1052133.7119999998,5608609.675444445,889829.8506666665,0.008688123245954499,225.38349704424672,4.7220099122230845
2015-04-24,6578500.68,5143109.11,2015,2,4,April,2015-04,Friday,5,1435391.5699999994,0.21819433330209817,281,35,14,6578500.68,1435391.565752196,23411.034448398575,0.0,0.10676156583629894,6.3247863247863245,0.12455516014234876,0.0498220640569395,31753.0,22949.0,170691.0,0.00438,141.6,8243372.275714286,1764074.8042857146,7950074.905333334,1076627.8803333333,5637208.4627777785,896638.1838888888,0.008849557522123894,207.1772960035272,5.375586558750355
2015-04-25,9981817.81,7741342.2,2015,2,4,April,2015-04,Saturday,6,2240475.6100000003,0.22445567056487883,381,35,27,9981817.81,2240475.6071484117,26198.99687664042,0.0,0.1732283464566929,5.907738095238095,0.09186351706036745,0.07086614173228346,36571.0,26976.0,179957.0,0.00403,317.8,8607528.095714286,1843165.6385714288,8050009.116666666,1124875.0933333333,5696277.041333334,911329.0244444445,0.010418090837001997,272.9435292991715,4.920756883869733
2015-04-26,8486257.42,6790371.72,2015,2,4,April,2015-04,Sunday,7,1695885.7000000002,0.19983905932469348,352,30,18,8486257.42,1695885.695286817,24108.685852272727,0.0,0.17329545454545456,6.015974440894569,0.08522727272727272,0.05113636363636364,30907.0,23892.0,116178.0,0.00418,199.6,8840697.845714286,1873628.5985714288,8165954.654999999,1165011.8823333334,5745186.934,920446.1235555556,0.011389005726857993,274.5739612385544,3.7589542822014432
